"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_4530","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_4535","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"mepM_3","","Murein DD-endopeptidase MepM","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_4537","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"pspE","","Thiosulfate sulfurtransferase PspE","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_4649","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_4698","resE_9","Sensor histidine kinase ResE","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"ftsW_1","","putative peptidoglycan glycosyltransferase FtsW","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_4791","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_4802","","GTP cyclohydrolase 1 type 2 ","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_4810","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_4942","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_4957","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"arlS","","Signal transduction histidine-protein kinase ArlS","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"mprA","","Response regulator MprA","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_4977","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_5009","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_5010","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"btr","","HTH-type transcriptional activator Btr","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_5086","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_5177","dppE_5","Dipeptide-binding protein DppE","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"degU_2","","Transcriptional regulatory protein DegU","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_6090","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_7126","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_7143","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"patA_3","","Peptidoglycan O-acetyltransferase","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"bag","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_960","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_971","yflN_2","putative metallo-hydrolase YflN","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_973","","hypothetical protein","2","9","5","0","28.57142857142857","0.0","0.0","0.004807692307692304","1.0","0.03946960297766746","1","0","1","1.0","1.0"
"group_1252","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1407","","Zinc-type alcohol dehydrogenase-like protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"ydaP","","Putative thiamine pyrophosphate-containing protein YdaP","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1777","ykvP","Spore protein YkvP","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1794","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"nuc","","Thermonuclease","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1817","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1860","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1879","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1887","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"ywqD_1","","Tyrosine-protein kinase YwqD","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"ywqE","","Tyrosine-protein phosphatase YwqE","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1916","gtaB_2","UTP--glucose-1-phosphate uridylyltransferase","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1922","emrY","putative multidrug resistance protein EmrY","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1982","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_1998","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2082","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2108","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"tusA_1","","Sulfurtransferase TusA","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2136","yxdM_5","ABC transporter permease protein YxdM","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2168","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"yafP","","putative N-acetyltransferase YafP","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"pseB","","UDP-N-acetylglucosamine 4,6-dehydratase (inverting)","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2275","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2354","","Putative O-methyltransferase/MSMEI_4947","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2371","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2377","pbpE_2","Penicillin-binding protein 4*","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2385","bcrC_2","Undecaprenyl-diphosphatase BcrC","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"inhA_2","","Isonitrile hydratase","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"bsr","","Blasticidin-S deaminase","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"yjeH","","L-methionine/branched-chain amino acid exporter YjeH","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"lrpC_3","","HTH-type transcriptional regulator LrpC","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2444","ina_2","Immune inhibitor A","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"tipA","","HTH-type transcriptional activator TipA","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2477","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2482","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"axe2","","Acetylxylan esterase","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2490","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"rfbJ","","CDP-abequose synthase","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2492","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2525","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"comR","","HTH-type transcriptional repressor ComR","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"ydhP_1","","Inner membrane transport protein YdhP","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2540","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"stiP","","Cysteine protease StiP","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2542","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2554","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2579","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2620","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"pyrE_2","","Orotate phosphoribosyltransferase","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2624","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2654","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2657","immR_1","HTH-type transcriptional regulator ImmR","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2658","ytrB_6","ABC transporter ATP-binding protein YtrB","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2659","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2667","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2668","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2694","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"gadB","","Glutamate decarboxylase","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2732","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2739","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2802","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2841","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2842","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2843","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2844","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2845","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2846","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2847","","Putative conjugal transfer protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2848","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2849","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2850","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2851","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2852","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2853","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2854","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2855","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"trxA_4","","Thioredoxin","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"hfq_3","","RNA-binding protein Hfq","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"pagR_6","","Transcriptional repressor PagR","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"bdbC_2","","Disulfide bond formation protein C","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2877","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2879","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2884","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2885","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2903","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2923","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2933","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2939","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"yknY_5","","putative ABC transporter ATP-binding protein YknY","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_2943","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"dppE_6","","Dipeptide-binding protein DppE","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_3050","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_3571","ftsW_3","putative peptidoglycan glycosyltransferase FtsW","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_3722","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_3753","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_3754","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"rfbF","","Glucose-1-phosphate cytidylyltransferase","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_401","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"hpaH","","Anthranilate 3-monooxygenase oxygenase component","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"arlR_5","","Response regulator ArlR","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_4142","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_4145","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"xerS","","Tyrosine recombinase XerS","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_4189","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_4191","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_4281","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"xerD_4","","Tyrosine recombinase XerD","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_4284","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_4285","","Ribonuclease","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_4286","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_45","fes","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_5129","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"cotX_1","","Spore coat protein X","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_5609","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"repX","","Plasmid replication protein RepX","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_5799","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"mgtB_1","","Magnesium-transporting ATPase, P-type 1","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_903","","hypothetical protein","5","0","2","9","71.42857142857143","100.0","inf","0.004807692307692304","1.0","0.03946960297766746","1","1","0","1.0","1.0"
"group_10179","","tRNA-Ala(tgc)","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_10228","","tRNA-Glu(ttc)","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_10243","","tRNA-Val(tac)","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_10308","","tRNA-Pro(tgg)","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_10340","","tRNA-Phe(gaa)","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_10376","","tRNA-Glu(ttc)","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_10377","","tRNA-Glu(ttc)","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_10445","","tRNA-Lys(ttt)","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_129","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"gloC_1","","Hydroxyacylglutathione hydrolase GloC","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_1874","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_291","","putative FAD-linked oxidoreductase","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_3150","","Antitoxin","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_3159","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_3176","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_429","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_4583","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_4764","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_4765","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_4766","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_4767","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_4768","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
"group_4769","","hypothetical protein","1","8","6","1","14.285714285714285","11.11111111111111","0.020833333333333332","0.008741258741258747","1.0","0.06588303108540033","1","1","1","1.0","1.0"
