"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"gsiD","","Glutathione transport system permease protein GsiD","6","0","1","9","85.71428571428571","100.0","inf","0.0008741258741258734","1.0","0.014831002331002334","1","1","0","1.0","1.0"
"sdpR_2","","Transcriptional repressor SdpR","6","0","1","9","85.71428571428571","100.0","inf","0.0008741258741258734","1.0","0.014831002331002334","1","1","0","1.0","1.0"
"group_5372","","6-phosphogluconate dehydrogenase, NAD( )-dependent, decarboxylating","6","0","1","9","85.71428571428571","100.0","inf","0.0008741258741258734","1.0","0.014831002331002334","1","1","0","1.0","1.0"
"puuB_3","","Gamma-glutamylputrescine oxidoreductase","6","0","1","9","85.71428571428571","100.0","inf","0.0008741258741258734","1.0","0.014831002331002334","1","1","0","1.0","1.0"
"group_10227","","tRNA-Glu(ttc)","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_10341","","tRNA-Phe(gaa)","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_10342","","tRNA-Phe(gaa)","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_10451","","tRNA-Lys(ttt)","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"ytrB_4","","ABC transporter ATP-binding protein YtrB","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_1122","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_1425","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_1875","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_1949","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_1950","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_1972","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_1974","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_25","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_259","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_277","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_31","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_3106","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_3162","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"stkP","","Serine/threonine-protein kinase StkP","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_326","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_4927","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_4944","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_5001","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_5110","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_5113","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_5114","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_5119","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"lytF_2","","Peptidoglycan endopeptidase LytF","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"yocH_7","","Cell wall-binding protein YocH","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_572","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_7841","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_8049","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9120","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"plsY_2","","Glycerol-3-phosphate acyltransferase","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9122","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9123","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9124","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"otcC","","Anhydrotetracycline monooxygenase","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9126","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9127","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9128","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"rapF_1","","Response regulator aspartate phosphatase F","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9130","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9131","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"atl_1","","Bifunctional autolysin","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9133","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9134","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"xerC_2","","Tyrosine recombinase XerC","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9137","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9138","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9139","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"liaS_3","","Sensor histidine kinase LiaS","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"degU_1","","Transcriptional regulatory protein DegU","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9142","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9143","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9144","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9145","rapF_4","Response regulator aspartate phosphatase F","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9146","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9147","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"ftsW_3","","putative peptidoglycan glycosyltransferase FtsW","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9149","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"blaR1","","Regulatory protein BlaR1","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9152","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9153","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9154","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9155","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9156","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9157","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9158","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9159","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9160","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9161","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9162","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9163","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"yknW_1","","Membrane protein YknW","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9165","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"gtaB_2","","UTP--glucose-1-phosphate uridylyltransferase","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"tagH","","Teichoic acids export ATP-binding protein TagH","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"tagG","","Teichoic acid translocation permease protein TagG","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"wecC","","UDP-N-acetyl-D-mannosamine dehydrogenase","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9170","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"epsH_2","","Putative glycosyltransferase EpsH","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"epsJ","","putative glycosyltransferase EpsJ","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"kanE","","Alpha-D-kanosaminyltransferase","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9174","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"icaB","","Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9176","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9177","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9178","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9179","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9180","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9181","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9182","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9183","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9184","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9185","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9186","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9187","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9188","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9189","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9190","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9191","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9192","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9193","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9194","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9195","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9196","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9197","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9198","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"xre_2","","HTH-type transcriptional regulator Xre","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"xre_3","","HTH-type transcriptional regulator Xre","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9201","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9202","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9203","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9204","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"ctc_3","","S-layer protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9207","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9208","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9209","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9210","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9211","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9212","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9214","murE_2","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"tdh","","L-threonine 3-dehydrogenase","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9216","dacA_2","D-alanyl-D-alanine carboxypeptidase DacA","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"kinE_4","","Sporulation kinase E","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"ftsK","","DNA translocase FtsK","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9219","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9220","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9221","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9222","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9224","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9225","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9226","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9227","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9228","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9229","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9230","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9231","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"yezG","","putative antitoxin YezG","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"inlA_2","","Internalin-A","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"fliC","","A-type flagellin","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9235","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9237","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9238","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9239","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9240","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9241","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9242","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9243","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9245","appA_3","Oligopeptide-binding protein AppA","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"sap_8","","S-layer protein sap","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"sap_9","","S-layer protein sap","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9248","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9249","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9250","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9251","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9252","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9254","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"mta_4","","HTH-type transcriptional activator mta","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9256","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9257","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9258","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"cspLA","","Cold shock-like protein CspLA","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9260","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"desA1","","Putative acyl-[acyl-carrier-protein] desaturase DesA1","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"carD_3","","RNA polymerase-binding transcription factor CarD","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9264","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
"group_9265","","hypothetical protein","0","8","7","1","0.0","11.11111111111111","0.0","0.0013986013986013988","1.0","0.014831002331002334","1","0","1","1.0","1.0"
